age,attrition,department,education,gender,job_role,job_satisfaction,isMarried,monthly_income,NumCompaniesWorked,OverTime,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Research & Development,3,Female,Laboratory Technician,2,Married,2743,1,No,80,2,2,2,2,2
32,No,Research & Development,2,Female,Research Scientist,3,Single,4998,4,Yes,80,10,8,7,0,7
36,No,Research & Development,3,Female,Manufacturing Director,1,Divorced,10252,2,Yes,80,17,7,7,7,7
33,No,Research & Development,3,Male,Research Scientist,4,Married,2781,0,No,80,15,14,10,4,10
40,No,Sales,3,Female,Sales Executive,2,Divorced,6852,7,No,80,7,5,1,1,3
25,No,Sales,4,Male,Sales Executive,4,Single,4950,0,No,80,5,4,3,1,1
30,No,Research & Development,3,Male,Research Scientist,2,Married,3579,0,Yes,80,12,11,9,5,7
42,No,Research & Development,5,Female,Research Director,1,Married,13191,3,Yes,80,20,1,0,0,0
35,No,Sales,2,Female,Sales Executive,4,Married,10377,4,Yes,80,16,13,2,4,12
27,No,Research & Development,3,Male,Research Scientist,1,Married,2235,1,Yes,80,9,9,7,6,8
54,No,Research & Development,4,Female,Manufacturing Director,3,Divorced,10502,7,No,80,33,5,4,1,4
44,No,Research & Development,1,Female,Research Scientist,4,Married,2011,1,No,80,10,10,5,7,7
19,Yes,Research & Development,3,Female,Research Scientist,2,Single,1859,1,Yes,80,1,1,1,0,0
29,No,Research & Development,3,Female,Research Scientist,4,Divorced,3760,1,No,80,3,3,2,1,2
54,No,Research & Development,3,Male,Research Director,4,Married,17779,3,No,80,36,10,9,0,9
31,No,Research & Development,2,Male,Healthcare Representative,1,Married,6833,1,Yes,80,6,6,5,0,1
31,No,Research & Development,3,Female,Healthcare Representative,1,Single,6812,1,No,80,10,10,9,1,8
59,No,Sales,3,Female,Sales Executive,4,Single,5171,5,No,80,13,6,1,0,5
43,No,Research & Development,3,Male,Research Director,4,Married,19740,3,No,80,25,8,7,0,7
49,No,Research & Development,2,Male,Manager,3,Married,18711,2,No,80,23,1,0,0,0
36,No,Research & Development,3,Male,Research Scientist,2,Married,3692,1,No,80,12,11,10,0,7
48,No,Research & Development,2,Male,Laboratory Technician,2,Single,2559,5,No,80,7,1,0,0,0
27,No,Research & Development,2,Male,Research Scientist,3,Divorced,2517,1,No,80,5,5,3,0,3
29,No,Research & Development,3,Male,Healthcare Representative,4,Divorced,6623,1,Yes,80,6,6,0,1,0
48,No,Research & Development,3,Male,Research Director,4,Single,18265,6,No,80,25,1,0,0,0
29,No,Research & Development,3,Female,Research Director,4,Divorced,16124,3,No,80,9,7,7,1,7
34,No,Research & Development,3,Female,Research Scientist,3,Married,2585,0,No,80,2,1,0,0,0
44,No,Sales,3,Male,Manager,2,Married,18213,7,No,80,26,22,9,3,10
33,No,Sales,5,Male,Sales Executive,3,Divorced,8380,0,Yes,80,10,9,8,0,8
19,No,Research & Development,3,Female,Research Scientist,4,Single,2994,1,Yes,80,1,1,0,0,1
23,No,Research & Development,2,Male,Research Scientist,3,Married,1223,1,No,80,1,1,0,0,1
25,Yes,Sales,1,Male,Sales Representative,4,Single,1118,1,Yes,80,1,1,0,1,0
26,No,Research & Development,2,Male,Research Scientist,4,Single,2875,1,Yes,80,8,8,5,2,2
45,Yes,Sales,3,Female,Manager,2,Single,18824,2,Yes,80,26,24,10,1,11
55,No,Research & Development,1,Male,Healthcare Representative,2,Divorced,13577,1,Yes,80,34,33,9,15,0
21,Yes,Research & Development,2,Female,Laboratory Technician,3,Single,2625,1,No,80,2,2,2,2,2
46,No,Sales,2,Female,Manager,2,Married,18789,2,No,80,26,11,4,0,8
34,No,Sales,3,Female,Sales Executive,1,Single,4538,0,Yes,80,4,3,2,0,2
51,No,Sales,3,Male,Manager,2,Divorced,19847,4,Yes,80,31,29,10,11,10
59,No,Research & Development,4,Male,Manufacturing Director,4,Single,10512,6,No,80,25,9,7,5,4
34,No,Research & Development,3,Female,Laboratory Technician,2,Divorced,4444,4,No,80,15,11,8,5,10
28,No,Research & Development,4,Male,Laboratory Technician,3,Single,2154,0,Yes,80,5,4,2,0,2
44,No,Research & Development,2,Male,Manager,1,Divorced,19190,1,No,80,26,25,9,14,13
34,No,Human Resources,3,Male,Human Resources,2,Married,4490,4,No,80,14,10,9,1,8
35,No,Research & Development,1,Male,Research Scientist,3,Married,3506,0,Yes,80,4,3,2,2,2
42,No,Research & Development,4,Female,Research Scientist,2,Married,2372,6,Yes,80,18,1,0,0,0
43,No,Sales,4,Female,Sales Executive,4,Single,10231,3,No,80,23,21,7,15,17
36,No,Research & Development,4,Female,Manufacturing Director,2,Single,5410,9,Yes,80,18,16,14,5,12
44,Yes,Research & Development,3,Female,Healthcare Representative,4,Married,7978,1,No,80,10,10,7,0,5
28,No,Research & Development,3,Male,Laboratory Technician,4,Married,3867,1,Yes,80,2,2,2,2,2
51,No,Research & Development,2,Female,Laboratory Technician,3,Single,2838,0,No,80,8,7,0,7,7
30,No,Research & Development,2,Female,Manufacturing Director,3,Single,4695,7,Yes,80,10,8,4,1,7
29,Yes,Research & Development,3,Female,Laboratory Technician,3,Divorced,3339,3,Yes,80,10,7,7,7,7
28,No,Research & Development,3,Male,Research Scientist,1,Single,2080,2,No,80,5,3,2,1,2
25,No,Research & Development,3,Female,Research Scientist,2,Single,2096,1,No,80,2,2,2,2,1
32,No,Sales,3,Male,Sales Executive,4,Married,6209,1,No,80,10,10,7,0,8
45,No,Research & Development,3,Female,Manager,2,Single,18061,3,No,80,22,0,0,0,0
39,No,Research & Development,4,Female,Manager,2,Divorced,17123,6,Yes,80,21,19,9,15,2
58,No,Research & Development,4,Male,Research Scientist,3,Divorced,2372,1,No,80,2,2,2,2,2
32,Yes,Research & Development,2,Male,Laboratory Technician,3,Married,4883,1,No,80,10,10,4,1,1
39,Yes,Research & Development,3,Male,Research Scientist,1,Single,3904,0,No,80,6,5,2,0,3
30,No,Research & Development,3,Female,Laboratory Technician,4,Married,4627,0,No,80,10,9,2,6,7
36,No,Research & Development,4,Female,Healthcare Representative,3,Married,7094,3,No,80,10,7,7,1,7
46,No,Human Resources,2,Female,Human Resources,1,Single,3423,6,No,80,10,7,6,5,7
28,No,Research & Development,3,Female,Laboratory Technician,4,Married,6674,0,No,80,10,9,8,7,5
50,No,Research & Development,3,Female,Research Director,1,Married,16880,4,Yes,80,25,3,2,1,2
40,Yes,Sales,4,Male,Sales Executive,2,Single,9094,2,Yes,80,9,5,4,1,0
52,Yes,Sales,3,Male,Sales Executive,2,Single,8446,9,Yes,80,10,8,7,7,7
30,No,Research & Development,4,Female,Manager,1,Married,11916,1,Yes,80,9,9,1,0,8
39,No,Research & Development,2,Male,Manufacturing Director,3,Single,4534,0,No,80,9,8,7,1,7
31,No,Sales,4,Female,Sales Executive,3,Divorced,9852,1,Yes,80,10,10,8,9,6
41,No,Sales,2,Male,Sales Executive,2,Single,6151,1,No,80,19,19,2,11,9
31,Yes,Sales,3,Female,Sales Representative,2,Single,2302,1,Yes,80,3,3,2,2,2
44,Yes,Research & Development,3,Male,Laboratory Technician,1,Married,2362,4,No,80,10,3,2,1,2
42,No,Research & Development,1,Male,Manager,3,Married,17861,0,Yes,80,21,20,8,2,10
55,No,Research & Development,2,Female,Manager,3,Married,19187,4,No,80,23,19,9,9,11
56,No,Human Resources,4,Male,Manager,2,Single,19717,6,No,80,36,7,3,7,7
40,No,Research & Development,2,Male,Research Scientist,3,Divorced,3544,9,No,80,6,4,2,0,0
34,No,Research & Development,3,Male,Healthcare Representative,4,Divorced,8500,0,No,80,10,9,7,1,6
40,No,Research & Development,3,Male,Research Scientist,4,Single,4661,1,No,80,9,9,8,8,8
41,No,Sales,3,Female,Sales Executive,1,Divorced,4103,0,No,80,10,9,3,1,7
35,No,Research & Development,4,Male,Research Scientist,3,Single,4249,1,Yes,80,9,9,6,1,1
51,No,Human Resources,3,Male,Manager,2,Divorced,14026,1,Yes,80,33,33,9,0,10
38,No,Sales,2,Female,Sales Executive,1,Divorced,6893,3,No,80,11,7,7,1,7
34,No,Sales,2,Female,Sales Executive,1,Single,6125,1,No,80,10,10,8,9,6
25,No,Research & Development,1,Male,Laboratory Technician,4,Married,3669,3,No,80,7,3,2,1,2
58,Yes,Research & Development,4,Female,Manufacturing Director,1,Married,10008,7,Yes,80,31,10,9,5,9
40,No,Research & Development,4,Male,Laboratory Technician,2,Married,2387,3,No,80,7,4,2,0,3
36,No,Sales,3,Female,Sales Executive,1,Married,4639,2,No,80,17,15,7,6,13
48,No,Research & Development,3,Male,Manufacturing Director,4,Single,7898,1,No,80,11,10,9,0,8
27,No,Sales,3,Female,Sales Representative,4,Married,2534,8,No,80,5,1,0,0,0
51,No,Research & Development,2,Female,Manufacturing Director,2,Single,13142,3,No,80,29,5,2,0,3
18,No,Research & Development,3,Female,Laboratory Technician,4,Single,1611,1,No,80,0,0,0,0,0
35,No,Research & Development,3,Female,Laboratory Technician,4,Married,5363,0,No,80,10,9,7,0,0
27,No,Sales,1,Male,Sales Executive,4,Single,5071,3,No,80,8,6,2,0,0
55,Yes,Sales,4,Male,Sales Executive,3,Single,13695,6,Yes,80,24,19,7,3,8
56,No,Research & Development,3,Male,Manufacturing Director,2,Married,13402,4,Yes,80,33,19,16,15,9
34,No,Research & Development,1,Female,Research Scientist,3,Divorced,2029,1,No,80,5,5,4,0,0
40,No,Research & Development,1,Female,Healthcare Representative,3,Divorced,6377,5,No,80,15,12,11,11,8
34,No,Research & Development,3,Male,Laboratory Technician,3,Married,5429,4,No,80,10,8,7,7,7
31,Yes,Sales,3,Female,Sales Representative,4,Single,2785,7,No,80,3,1,0,0,0
35,Yes,Sales,4,Female,Sales Executive,3,Married,4614,0,Yes,80,5,4,2,3,2
38,No,Research & Development,3,Male,Research Scientist,3,Divorced,2610,1,No,80,4,4,2,0,3
34,No,Research & Development,4,Female,Healthcare Representative,4,Single,6687,1,No,80,14,14,11,4,11
28,No,Sales,3,Male,Sales Executive,1,Married,4724,1,No,80,5,5,3,0,4
31,Yes,Research & Development,4,Male,Manufacturing Director,3,Married,6179,1,Yes,80,10,10,2,6,7
39,No,Sales,4,Male,Sales Executive,4,Married,6120,3,Yes,80,8,5,4,1,4
51,No,Sales,3,Male,Sales Executive,2,Married,10596,2,No,80,14,4,2,3,2
41,No,Research & Development,3,Female,Research Scientist,4,Divorced,5467,3,Yes,80,12,6,2,3,3
37,No,Research & Development,1,Male,Research Scientist,3,Married,2996,7,Yes,80,8,6,4,1,3
33,No,Sales,1,Male,Sales Executive,4,Married,9998,6,No,80,8,5,4,1,2
32,No,Sales,1,Male,Sales Executive,2,Married,4078,0,Yes,80,4,3,2,1,2
39,No,Research & Development,2,Male,Healthcare Representative,3,Married,10920,3,No,80,13,6,4,0,5
25,No,Sales,1,Male,Sales Executive,3,Married,6232,2,No,80,6,3,2,1,2
52,No,Research & Development,2,Female,Manufacturing Director,3,Married,13247,2,Yes,80,24,5,3,0,2
43,No,Research & Development,3,Female,Research Scientist,3,Single,4081,1,Yes,80,20,20,7,1,8
27,No,Sales,3,Female,Sales Executive,4,Married,5769,1,Yes,80,6,6,2,4,4
27,Yes,Research & Development,4,Female,Research Scientist,3,Single,2394,1,Yes,80,8,8,2,7,7
26,No,Research & Development,1,Male,Research Scientist,4,Single,3904,0,No,80,5,4,3,1,1
42,No,Human Resources,3,Female,Manager,1,Married,16799,0,No,80,21,20,7,0,9
52,No,Research & Development,4,Female,Laboratory Technician,1,Married,2950,9,No,80,12,5,4,0,4
37,No,Research & Development,3,Female,Laboratory Technician,3,Single,3629,4,No,80,8,3,2,0,2
35,No,Research & Development,2,Male,Manufacturing Director,4,Single,9362,2,No,80,10,2,2,2,2
25,No,Research & Development,3,Male,Laboratory Technician,4,Married,3229,4,No,80,7,3,2,0,2
26,No,Research & Development,3,Male,Laboratory Technician,1,Single,3578,0,No,80,8,7,7,0,7
29,No,Human Resources,3,Male,Human Resources,1,Single,7988,1,No,80,10,10,9,0,9
49,Yes,Research & Development,2,Male,Laboratory Technician,1,Single,4284,3,No,80,20,4,3,1,3
29,Yes,Research & Development,1,Female,Healthcare Representative,4,Single,7553,0,Yes,80,9,8,7,7,7
54,No,Research & Development,3,Female,Research Director,4,Single,17328,6,No,80,29,20,7,12,7
58,No,Research & Development,3,Female,Research Director,1,Married,19701,3,Yes,80,32,9,8,1,5
55,No,Research & Development,4,Male,Research Director,4,Divorced,14732,2,No,80,31,7,7,0,0
36,No,Sales,4,Female,Sales Executive,2,Single,9278,3,Yes,80,15,5,4,0,1
31,Yes,Sales,4,Female,Sales Representative,3,Single,1359,1,No,80,1,1,0,0,0
30,No,Sales,4,Female,Sales Executive,1,Divorced,4779,7,No,80,8,3,2,0,2
31,No,Research & Development,5,Female,Research Director,2,Single,16422,3,No,80,9,3,2,1,0
34,No,Research & Development,4,Male,Research Scientist,1,Divorced,2996,5,No,80,10,4,3,1,3
31,Yes,Research & Development,3,Female,Research Scientist,2,Single,1261,1,No,80,1,1,0,0,0
27,No,Research & Development,1,Male,Laboratory Technician,1,Married,2099,0,No,80,6,5,0,1,4
36,No,Research & Development,4,Male,Laboratory Technician,4,Single,5810,1,No,80,10,10,4,1,8
36,No,Sales,4,Female,Sales Executive,1,Married,5647,4,No,80,11,3,2,0,2
47,No,Research & Development,3,Male,Research Scientist,4,Married,3420,7,No,80,17,6,5,1,2
25,Yes,Sales,2,Male,Sales Representative,1,Married,4400,3,No,80,6,3,2,2,2
37,No,Research & Development,2,Male,Laboratory Technician,3,Single,3500,0,No,80,7,6,5,1,3
56,No,Research & Development,2,Female,Research Scientist,1,Married,2066,2,No,80,5,3,2,1,0
47,No,Research & Development,4,Female,Research Director,3,Married,17169,3,No,80,26,20,17,5,6
24,No,Sales,1,Female,Sales Executive,3,Married,4162,1,Yes,80,5,5,4,0,3
32,No,Sales,5,Male,Sales Executive,4,Married,9204,4,No,80,7,4,3,0,3
34,No,Research & Development,3,Female,Laboratory Technician,2,Married,3294,5,No,80,7,5,4,0,2
41,No,Research & Development,5,Male,Research Scientist,3,Married,2127,2,Yes,80,7,4,2,0,3
40,No,Research & Development,4,Male,Laboratory Technician,3,Divorced,3975,3,No,80,11,8,7,0,7
31,No,Sales,2,Male,Sales Executive,4,Divorced,10793,1,No,80,13,13,7,9,9
46,Yes,Sales,3,Male,Sales Executive,4,Divorced,10096,4,No,80,28,7,7,4,3
39,Yes,Research & Development,3,Female,Laboratory Technician,1,Single,3646,2,Yes,80,11,1,0,0,0
31,Yes,Research & Development,5,Female,Manufacturing Director,2,Single,7446,1,No,80,10,10,8,4,7
45,No,Research & Development,3,Male,Healthcare Representative,1,Divorced,10851,2,Yes,80,24,7,7,0,7
31,No,Human Resources,2,Female,Human Resources,2,Single,2109,9,No,80,8,3,2,0,2
31,Yes,Research & Development,3,Male,Laboratory Technician,4,Married,3722,6,Yes,80,7,2,2,2,2
45,No,Research & Development,3,Male,Manufacturing Director,4,Married,9380,4,Yes,80,10,3,1,1,2
48,No,Sales,3,Male,Sales Executive,1,Divorced,5486,4,No,80,15,2,2,2,2
34,Yes,Human Resources,4,Female,Human Resources,3,Married,2742,1,No,80,2,2,2,2,2
40,No,Research & Development,1,Male,Research Director,2,Divorced,13757,2,No,80,16,9,8,4,8
28,No,Sales,3,Male,Sales Executive,1,Single,8463,0,No,80,6,5,4,1,3
44,No,Research & Development,3,Male,Laboratory Technician,3,Single,3162,3,No,80,7,5,2,0,3
53,No,Research & Development,3,Male,Research Director,2,Single,16598,4,No,80,35,9,8,8,8
49,No,Research & Development,4,Male,Healthcare Representative,3,Married,6651,2,No,80,20,3,2,1,2
40,No,Research & Development,3,Male,Research Scientist,3,Divorced,2345,2,No,80,8,3,1,1,2
44,No,Research & Development,3,Male,Research Scientist,2,Single,3420,1,No,80,6,5,2,1,3
33,No,Sales,3,Male,Sales Executive,1,Married,4373,0,No,80,5,4,3,0,3
34,No,Sales,3,Male,Sales Executive,1,Single,4759,3,No,80,15,13,9,3,12
30,No,Sales,1,Male,Sales Executive,3,Married,5301,8,No,80,4,2,1,2,2
42,No,Research & Development,2,Female,Laboratory Technician,4,Single,3673,1,No,80,12,12,9,5,8
44,No,Sales,5,Female,Sales Executive,3,Married,4768,7,No,80,11,1,0,0,0
30,No,Research & Development,3,Male,Research Scientist,3,Divorced,1274,1,No,80,1,1,0,0,0
57,No,Research & Development,2,Male,Research Scientist,3,Married,4900,0,No,80,13,12,9,2,8
49,No,Research & Development,4,Male,Healthcare Representative,2,Divorced,10466,3,No,80,29,8,7,0,7
34,No,Research & Development,3,Male,Research Director,1,Divorced,17007,7,No,80,16,14,8,6,9
28,Yes,Sales,3,Male,Sales Representative,3,Married,2909,3,No,80,5,3,2,1,2
29,Yes,Sales,3,Female,Sales Executive,2,Single,5765,5,No,80,7,5,3,0,0
34,Yes,Sales,4,Female,Sales Executive,2,Single,4599,0,Yes,80,16,15,9,10,10
35,No,Sales,1,Male,Sales Representative,3,Married,2404,1,No,80,1,1,0,0,0
24,Yes,Research & Development,3,Male,Laboratory Technician,1,Single,3172,2,Yes,80,4,0,0,0,0
24,No,Sales,2,Female,Sales Representative,2,Married,2033,1,No,80,1,1,0,0,0
44,No,Research & Development,1,Male,Manufacturing Director,3,Single,10209,5,Yes,80,16,2,2,2,2
29,No,Sales,3,Male,Sales Executive,3,Divorced,8620,1,No,80,10,10,7,0,4
30,No,Human Resources,3,Male,Human Resources,3,Divorced,2064,0,No,80,6,5,3,1,3
55,No,Research & Development,4,Male,Healthcare Representative,3,Married,4035,0,Yes,80,4,3,2,1,2
33,No,Research & Development,4,Female,Laboratory Technician,2,Married,3838,8,No,80,8,5,4,0,2
47,No,Sales,3,Female,Sales Executive,3,Married,4591,3,Yes,80,11,5,4,1,2
28,Yes,Research & Development,2,Male,Laboratory Technician,1,Single,2561,7,No,80,8,0,0,0,0
28,No,Research & Development,3,Male,Research Scientist,3,Divorced,1563,1,No,80,1,1,0,0,0
28,No,Sales,3,Male,Sales Executive,1,Single,4898,0,No,80,5,4,2,1,3
49,No,Research & Development,2,Female,Laboratory Technician,1,Married,4789,4,No,80,10,3,2,1,2
29,No,Research & Development,1,Female,Laboratory Technician,2,Married,3180,0,No,80,4,3,2,0,2
28,No,Research & Development,1,Male,Manufacturing Director,2,Married,6549,1,No,80,8,8,6,1,7
33,No,Research & Development,5,Male,Healthcare Representative,3,Single,6388,2,Yes,80,14,0,0,0,0
32,No,Research & Development,3,Male,Manager,4,Single,11244,2,No,80,10,5,2,0,0
54,No,Research & Development,4,Female,Manager,4,Divorced,16032,3,No,80,26,14,9,1,12
29,Yes,Research & Development,4,Male,Research Scientist,1,Single,2362,6,No,80,11,9,7,0,7
44,No,Research & Development,3,Male,Research Director,1,Married,16328,3,No,80,24,20,6,14,17
39,No,Research & Development,3,Female,Manufacturing Director,2,Single,8376,4,No,80,9,2,0,2,2
46,No,Sales,3,Female,Manager,2,Married,16606,8,No,80,23,13,12,5,1
35,No,Research & Development,3,Female,Healthcare Representative,2,Single,8606,1,No,80,11,11,8,3,3
23,No,Research & Development,1,Male,Laboratory Technician,3,Single,2272,0,No,80,5,4,3,1,2
40,Yes,Research & Development,4,Male,Laboratory Technician,1,Single,2018,3,No,80,15,5,4,1,0
34,No,Sales,3,Male,Sales Executive,3,Married,7083,1,Yes,80,10,10,9,8,6
31,Yes,Research & Development,3,Female,Research Scientist,3,Single,4084,1,No,80,7,7,2,7,7
50,No,Research & Development,5,Male,Research Director,4,Single,14411,1,Yes,80,32,32,6,13,9
34,No,Sales,2,Male,Sales Representative,3,Married,2308,0,Yes,80,12,11,10,5,7
42,No,Research & Development,3,Male,Laboratory Technician,2,Married,4841,4,No,80,4,1,0,0,0
37,No,Research & Development,3,Male,Research Scientist,4,Married,4285,1,No,80,10,10,8,3,7
29,No,Research & Development,1,Female,Healthcare Representative,1,Married,9715,3,No,80,9,7,7,0,7
33,No,Research & Development,3,Male,Manufacturing Director,2,Single,4320,1,No,80,5,5,3,0,2
45,No,Research & Development,3,Male,Research Scientist,4,Married,2132,4,No,80,8,5,4,0,3
42,No,Research & Development,3,Male,Healthcare Representative,4,Married,10124,2,Yes,80,24,20,8,13,9
40,No,Sales,2,Male,Sales Executive,1,Married,5473,0,No,80,9,8,4,7,1
33,No,Research & Development,4,Male,Laboratory Technician,3,Married,5207,1,Yes,80,15,15,14,5,7
40,No,Human Resources,2,Male,Manager,4,Single,16437,1,Yes,80,21,21,7,7,7
24,No,Research & Development,2,Male,Laboratory Technician,1,Divorced,2296,0,No,80,2,1,1,0,0
40,No,Research & Development,2,Male,Healthcare Representative,4,Divorced,4069,3,Yes,80,8,2,2,2,2
45,No,Research & Development,4,Male,Healthcare Representative,2,Divorced,7441,1,No,80,10,10,8,7,7
35,No,Sales,4,Female,Sales Representative,3,Married,2430,0,No,80,6,5,3,4,2
32,No,Research & Development,2,Female,Research Scientist,2,Married,5878,3,No,80,12,7,1,2,5
36,No,Sales,4,Male,Sales Representative,4,Single,2644,3,Yes,80,7,3,2,1,2
48,No,Sales,4,Female,Sales Executive,3,Divorced,6439,8,No,80,18,8,7,7,7
29,No,Research & Development,3,Male,Research Scientist,3,Married,2451,6,No,80,5,1,0,0,0
33,No,Sales,4,Male,Sales Executive,1,Married,6392,2,No,80,8,2,2,2,2
30,Yes,Sales,3,Male,Sales Executive,1,Married,9714,1,No,80,10,10,8,6,7
38,No,Human Resources,4,Male,Human Resources,3,Married,6077,3,No,80,10,6,3,1,2
35,No,Research & Development,3,Male,Laboratory Technician,1,Single,2450,1,No,80,3,3,0,1,2
30,No,Sales,4,Male,Sales Executive,2,Married,9250,3,No,80,9,4,2,1,3
35,Yes,Research & Development,3,Female,Laboratory Technician,1,Divorced,2074,1,Yes,80,1,1,0,0,0
53,Yes,Research & Development,5,Female,Manufacturing Director,4,Married,10169,0,No,80,34,33,7,1,9
38,Yes,Research & Development,3,Male,Manufacturing Director,2,Married,4855,4,No,80,7,5,2,1,4
32,No,Research & Development,4,Male,Research Scientist,1,Married,4087,4,No,80,9,6,5,1,2
48,No,Research & Development,4,Female,Research Scientist,1,Married,2367,8,No,80,10,8,2,7,6
34,No,Research & Development,4,Male,Research Scientist,4,Single,2972,1,No,80,1,1,0,0,0
55,No,Sales,5,Male,Manager,4,Married,19586,1,No,80,36,36,6,2,13
34,No,Research & Development,4,Male,Research Scientist,4,Married,5484,9,No,80,9,2,2,2,1
26,No,Research & Development,3,Female,Research Scientist,4,Married,2061,1,No,80,1,1,0,0,0
38,No,Sales,3,Male,Sales Executive,2,Married,9924,0,No,80,10,9,8,7,7
38,No,Sales,3,Female,Sales Executive,2,Single,4198,2,No,80,8,3,2,1,2
36,No,Sales,4,Female,Sales Executive,3,Single,6815,6,No,80,15,1,0,0,0
29,No,Research & Development,1,Male,Laboratory Technician,1,Single,4723,1,Yes,80,10,10,9,1,5
35,No,Research & Development,4,Female,Healthcare Representative,3,Single,6142,3,Yes,80,10,5,2,0,4
39,No,Sales,3,Male,Sales Executive,3,Married,8237,2,No,80,11,7,6,7,6
29,No,Research & Development,1,Male,Healthcare Representative,4,Divorced,8853,1,No,80,6,6,4,1,3
50,No,Sales,3,Male,Manager,3,Married,19331,4,Yes,80,27,1,0,0,0
23,No,Research & Development,3,Male,Research Scientist,3,Married,2073,2,No,80,4,2,2,2,2
36,No,Research & Development,4,Male,Laboratory Technician,1,Married,5562,3,Yes,80,9,3,2,0,2
42,No,Research & Development,2,Male,Manager,4,Single,19613,8,No,80,24,1,0,0,1
35,No,Research & Development,3,Male,Laboratory Technician,3,Married,3407,1,No,80,10,10,9,6,8
34,No,Research & Development,4,Male,Healthcare Representative,3,Married,5063,1,No,80,8,8,2,7,7
40,No,Sales,2,Female,Sales Executive,1,Married,4639,1,No,80,5,5,4,1,2
43,No,Research & Development,3,Male,Laboratory Technician,2,Divorced,4876,5,No,80,8,6,4,0,2
35,No,Research & Development,2,Male,Laboratory Technician,4,Married,2690,1,No,80,1,1,0,0,1
46,No,Sales,4,Male,Manager,1,Single,17567,1,No,80,27,26,0,0,12
28,Yes,Research & Development,3,Male,Laboratory Technician,2,Married,2408,1,Yes,80,1,1,1,0,0
22,No,Research & Development,2,Female,Research Scientist,3,Married,2814,1,Yes,80,4,4,2,1,3
50,No,Research & Development,5,Male,Healthcare Representative,3,Married,11245,2,Yes,80,32,30,8,12,13
32,No,Research & Development,4,Female,Research Scientist,4,Married,3312,3,No,80,6,3,2,0,2
44,No,Research & Development,3,Female,Research Director,4,Divorced,19049,0,Yes,80,23,22,7,1,10
30,No,Research & Development,3,Male,Research Scientist,2,Married,2141,1,No,80,6,6,4,1,1
45,No,Research & Development,5,Female,Laboratory Technician,1,Single,5769,1,Yes,80,10,10,7,1,4
45,No,Sales,3,Male,Sales Executive,1,Married,4385,1,No,80,10,10,7,4,5
31,No,Sales,4,Male,Sales Executive,1,Single,5332,7,No,80,10,5,2,0,3
36,No,Research & Development,4,Female,Manufacturing Director,3,Married,4663,9,Yes,80,7,3,2,1,1
34,No,Research & Development,4,Male,Manufacturing Director,4,Divorced,4724,1,No,80,9,9,7,7,2
49,No,Research & Development,4,Female,Laboratory Technician,1,Married,3211,1,No,80,10,9,6,1,4
39,No,Research & Development,5,Male,Manufacturing Director,1,Married,5377,2,No,80,10,7,7,7,7
27,No,Research & Development,3,Male,Laboratory Technician,1,Divorced,4066,1,No,80,7,7,7,0,7
35,No,Research & Development,5,Male,Research Scientist,1,Married,5208,1,No,80,16,16,15,1,10
28,No,Research & Development,3,Female,Manufacturing Director,1,Divorced,4877,0,No,80,6,5,3,0,0
21,No,Research & Development,1,Male,Research Scientist,4,Single,3117,1,No,80,3,2,2,2,2
18,Yes,Sales,2,Female,Sales Representative,4,Single,1569,1,Yes,80,0,0,0,0,0
47,No,Human Resources,4,Female,Manager,3,Married,19658,3,No,80,27,5,2,1,0
39,No,Research & Development,2,Male,Laboratory Technician,3,Divorced,3069,0,No,80,11,10,8,0,7
40,No,Research & Development,3,Female,Manufacturing Director,3,Married,10435,1,No,80,18,18,15,14,12
35,No,Research & Development,4,Female,Healthcare Representative,3,Married,4148,1,No,80,15,14,11,2,9
37,No,Research & Development,3,Male,Manufacturing Director,3,Married,5768,3,No,80,9,4,3,0,2
39,No,Research & Development,3,Female,Manufacturing Director,3,Single,5042,0,No,80,10,9,2,3,8
45,No,Research & Development,2,Female,Manufacturing Director,4,Divorced,5770,1,No,80,10,10,7,3,9
38,No,Research & Development,2,Female,Manufacturing Director,3,Married,7756,3,Yes,80,10,5,4,0,2
35,Yes,Sales,3,Male,Sales Executive,1,Married,10306,9,No,80,15,13,12,6,0
37,No,Research & Development,3,Female,Research Scientist,2,Married,3936,1,No,80,8,8,4,7,7
40,No,Research & Development,3,Female,Manufacturing Director,4,Single,7945,6,Yes,80,18,4,2,3,3
44,No,Human Resources,5,Male,Human Resources,4,Married,5743,4,Yes,80,14,10,7,0,2
48,No,Research & Development,5,Male,Manager,4,Married,15202,2,No,80,23,2,2,2,2
35,Yes,Sales,2,Male,Sales Executive,4,Divorced,5440,6,Yes,80,7,2,2,2,2
24,No,Research & Development,1,Female,Research Scientist,4,Single,3760,1,Yes,80,6,6,3,1,3
27,No,Research & Development,3,Female,Research Scientist,3,Married,3517,7,No,80,5,3,2,0,2
27,No,Research & Development,3,Male,Research Scientist,4,Single,2580,2,No,80,6,4,2,1,2
40,Yes,Research & Development,3,Male,Laboratory Technician,1,Single,2166,3,Yes,80,10,4,2,0,3
29,No,Sales,3,Male,Sales Executive,3,Single,5869,9,No,80,8,5,2,1,4
36,No,Research & Development,4,Female,Healthcare Representative,1,Married,8008,4,No,80,9,3,2,0,2
